name,location,tel_nomer,restaurant_link
Toasted Bun,"1013 S Brand Blvd, Glendale, CA 91204-2311",+1 818-696-1004,http://toastedbunrestaurant.com/
KAVIAR Sushi Bar,"70 N Raymond Ave Ste 250, Pasadena, CA 91103-4528",+1 626-605-0330,http://www.kaviarsushi.com
Cuscatleca Bakery,"2501 W Sunset Blvd, Los Angeles, CA 90026-3949",+1 213-483-0432,https://www.facebook.com/KoohsKa/?ref=page_internal
Old Sicily Pizza,"12061 Strathern St, Los Angeles, CA 91605-1415",+1 818-771-0303,https://www.facebook.com/oldsicily
Cafe Bravo,"1135 W Glenoaks Blvd, Glendale, CA 91202-2633",+1 818-500-4005,http://www.bravokabob.com/
Chico's Mexican Restaurant,"100 N Ave 50, Los Angeles, CA 90042-3904",+1 323-254-2445,https://www.facebook.com/pages/Chicos-Mexican-Restaurant/113809845307283
Original Tommy's,"7240 Topanga Canyon Blvd, Los Angeles, CA 91303-1239",+1 818-340-8775,http://www.originaltommys.com/locations/details.php?loc=3
Simple Things,"10874 Kinross Ave, Los Angeles, CA 90024-3410",+1 310-824-2000,https://www.simplethingswestwood.com/
Mex Perú Gipsy,"414 E 12th St, Los Angeles, CA 90015-2602",+1 213-748-1773,http://www.ladowntowner.com/mex-peru-gipsy
Burger Bun,"818 N Pacific Ave, Glendale, CA 91203-1030",+1 818-547-4881,http://orderburgerbun.com/
Royal Delhi Palace,"22323 Sherman Way Ste 11 West Hills, Los Angeles, CA 91303-1061",+1 818-992-0913,http://www.RoyalDelhiPalace.com
Crabby's Seafood & More,"125 N Montebello Blvd Unit D, Montebello, CA 90640-4799",+1 323-888-8652,http://www.crabbysseafoodandmore.com/
Say Cheese,"2800 Hyperion Ave, Los Angeles, CA 90027-2506",+1 323-665-0545,http://www.saycheeselosangeles.com/
Gigo's Cafe and Deli,"853 N Broadway, Los Angeles, CA 90012-2309",,https://www.facebook.com/Gigoscafe/
Communal Food and Drink,"1009 El Centro St, South Pasadena, CA 91030-3117",+1 626-345-5128,http://communalfoodanddrink.com
Noodle World,"1935 S Atlantic Blvd, Monterey Park, CA 91754-6301",+1 323-881-0900,http://noodleworld.com/
Caveman Kitchen,"2215 South Vermont Avenue 101, 102, Los Angeles, CA 90007",+1 323-737-3717,http://eatcaveman.com/
Coffee Land,"7561 Lankershim Blvd Ste 109, Los Angeles, CA 91605-2854",+1 818-821-3388,https://www.facebook.com/coffeelandla/
Mee and Greet,"3500 Overland Ave, Los Angeles, CA 90034-5695",+1 310-876-0838,http://meeandgreet.com
La Mesa Lounge,"1430 N Cahuenga Blvd, Los Angeles, CA 90028-8126",+1 323-463-0006,http://lamesalounge.com
Le Pain Quotidien,"15503 Ventura Blvd Ste 100, Los Angeles, CA 91436",+1 818-646-2234,https://www.lepainquotidien.com/us/en/locations/encino/15503-ventura-blvd?utm_source=yext&utm_medium=business-listing&utm_campaign=&y_source=1_Nzg1ODU0NC03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Sunset Cafe & Bar,"5625 W Sunset Blvd Dunes Inn, Los Angeles, CA 90028-8523",+1 323-467-5171,http://www.dunesla.com
Siam Sunset,"5265 W Sunset Blvd, Los Angeles, CA 90027-5716",+1 323-467-8935,https://www.facebook.com/Siam-Sunset-100874073290206/
Capital Seafood Restaurant,"755 W Garvey Ave, Monterey Park, CA 91754-2707",+1 626-282-3318,http://www.capitalseafoodmontereypark.com/
Tacos El Gavilan,"7070 W Sunset Blvd Sunset Blvd. & La Brea Ave., Los Angeles, CA 90028-7521",,http://www.tacoselgavilan.com/
Wolfang Puck Express,"308 Westwood Plaza Ackerman Union Level 1, Los Angeles, CA 90095-8355",+1 310-825-3000,http://wolfgangpuck.com/node/1091
Pazzo's Pizzaria,"11104 W Olympic Blvd, Los Angeles, CA 90064-1806",+1 310-473-3832,http://pazzopizzeriala.com
IHOP,"21103 Devonshire St, Los Angeles, CA 91311-2317",+1 818-700-8398,http://www.ihop.com
APL Restaurant,"1680 Vine St, Los Angeles, CA 90028-8804",+1 323-416-1280,http://www.aplrestaurant.com
Hiko Sushi,"11275 National Blvd, Los Angeles, CA 90064-3921",+1 310-473-7688,https://www.facebook.com/pages/Hiko-Sushi/160189620752754
El Colmao,"2328 W Pico Blvd, Los Angeles, CA 90006-4002",+1 213-386-6131,https://www.facebook.com/pages/El-Colmao/104932106217104
Me Gusta Gourmet Tamales,"13754 Van Nuys Blvd Pacoima, Los Angeles, CA 91331-3620",+1 818-896-8789,http://megustagourmettamales.com/
Sushi Raw,"16858 Devonshire St, Los Angeles, CA 91344-7404",+1 818-832-9322,https://www.facebook.com/Sushi-Raw-132894403435807/
Izakaya Sushi Ran,"10658 Riverside Dr, Los Angeles, CA 91602-2319",,http://ordersushiran.com
Luna Grill,"4550 Van Nuys Blvd Ste A3 Suite A3, Los Angeles, CA 91403",+1 747-208-5862,https://locations.lunagrill.com/luna-grill-e4326dc208cf?y_source=1_MTQ0NDgxMTMtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D
Comoncy,"8201 W 3rd Street, Los Angeles, CA 90048",+1 424-317-5801,http://comoncy.com
Art's Famous Chili Dog Stand,"1410 W Florence Ave, Los Angeles, CA 90047-2209",+1 323-750-1313,http://artsfamouschilidogs.com
Olive It,"6231 W 87th St, Los Angeles, CA 90045-3901",+1 310-242-2092,http://www.oliveit.com/
Baramee,"354 W 6 Street San Pedro, Los Angeles, CA 90014-1704",+1 310-521-9400,http://www.barameethai.com/
Playa's Pita,"8501 Pershing Dr # 4, Los Angeles, CA 90293-8101",+1 310-822-7733,http://playaspita.com/
Dave's Hot Chicken,"5301 W Centinela Ave, Los Angeles, CA 90045",+13234104822,https://www.daveshotchicken.com/los-angeles-ca-centinela-ave
7 Fusion,"14235 Ventura Blvd, Los Angeles, CA 91423-2714",+1 818-465-3177,http://7fusionusa.com
Exotic Thai Authentic Thai Cuisine,"22776 Ventura Blvd Woodland Hills, Los Angeles, CA 91364-1300",+1 818-225-0789,http://www.exoticthairestaurant.com/
Curry Up Cafe,"21912 Ventura Blvd Woodland Hills, Los Angeles, CA 91364-1724",+1 818-347-4116,http://www.curryupcafe.com
Ocha Classic Restaurant,"3914 W 3rd St, Los Angeles, CA 90020-2610",+1 213-387-8188,https://www.facebook.com/pages/Ocha-Classic-Restaurant/116618901696072
El Pollo Pio Pio,"7146 Foothill Blvd, Los Angeles, CA 91042-2717",+1 818-271-7487,https://www.facebook.com/elpollopiopiotujunga/timeline
Pho Broadway,"942 N Broadway Ste 102, Los Angeles, CA 90012-1767",+1 213-572-2507,http://www.phobroadwayla.moonfruit.com/
Dog Haus,"4929 Lankershim Blvd, Los Angeles, CA 91601-4416",+1 818-505-1033,http://noho.doghaus.com
Top Doner Factory,"1425 Ocean Front Walk # C, Los Angeles, CA 90291-3605",+1 310-430-6441,https://www.top-doner.com/
Urban Radish,"661 Imperial St, Los Angeles, CA 90021-1320",+1 213-892-1570,http://www.urban-radish.com
La Chouquette,"7350 Melrose Ave, Los Angeles, CA 90046-7527",+1 424-362-4380,http://lachouquette.com/
Sushi Miyagi,"150 S. Barrington, Los Angeles, CA 90049",+1 323-382-5635,https://www.sushimiyagiusa.com/
Wendy's,"22611 Ventura Blvd., Los Angeles, CA 91364",+1 818-225-1038,https://locations.wendys.com/united-states/ca/woodland-hills/22611-ventura-blvd
Jimmy John's,"445 S Figueroa St, Los Angeles, CA 90071-1602",+1 213-612-0307,https://www.jimmyjohns.com/
Farmer Boys,"9010 Reseda Blvd Northridge, Los Angeles, CA 91324-3918",+1 818-882-7888,http://www.farmerboys.com/northridge-reseda-blvd/
Whole Foods Market,"225 Lincoln Blvd Venice, Los Angeles, CA 90291-2809",+1 310-566-9480,http://www.wholefoodsmarket.com/stores/Venice
Mr M's Hot Wings & Things Bar & Grill,"886 N Garfield Ave, Montebello, CA 90640-1607",+1 323-477-1345,http://www.mrmshotwingsandthings.com
Panda Express,"150 Citadel Dr, Commerce, CA 90040-1584",+1 323-722-2626,https://www.pandaexpress.com/
JEON JU RESTAURANT,"2716 W Olympic Blvd Ste 101, Los Angeles, CA 90006-2600",+1 213-386-5678,https://www.facebook.com/bibimbapLA/
Rosty,"5511 N Figueroa St Highland Park, Highland, CA 90042-4119",+1 323-568-1220,https://www.facebook.com/pages/category/Peruvian-Restaurant/Rosty-262333074514661/
Poke Tiki,"18509 Ventura Blvd Other Locations Tustin,, Los Angeles, CA 91356-4136",+1 818-344-7654,http://www.poketiki.com/location-menu/
Oleego,"735 S Figueroa St, Los Angeles, CA 90017-2571",+1 213-614-9090,http://www.oleegousa.com/
Yu Chun Chic Naeng Myun,"3185 W Olympic Blvd, Los Angeles, CA 90006-2461",+1 213-382-3815,https://www.facebook.com/pages/category/Korean-Restaurant/Yu-Chun-Chic-Naeng-Myun-114170618603414/
Cowboys & Turbans,"5515 Wilshire Blvd El Rey Theater, Los Angeles, CA 90036-3801",+1 323-936-7070,http://www.cowboysandturbans.com/
El Parian Restaurant,"1528 W Pico Blvd, Los Angeles, CA 90015-2408",+1 213-386-7361,https://www.facebook.com/pages/El-Parian-Restaurant/113391398684098
Caruso's Italian Kitchen,"10504 Mount Gleason Ave Tujunga, Los Angeles, CA 91042-1663",+1 818-273-4987,http://carusositaliantujunga.com
Los Molcajetes,"1800 W 8th St, Los Angeles, CA 90057-4202",+1 213-388-8994,https://los-molcajetes-restaurant.business.site/
Goal,"8334 W 3rd St, Los Angeles, CA 90048-4311",+1 323-655-5955,http://goalsportscafe.com
The Woodman,"13615 Ventura Blvd, Los Angeles, CA 91423-3701",+1 818-386-9401,http://www.thewoodmanla.com
Rosso Oro's Pizzeria,"3500 S Figueroa St, Los Angeles, CA 90089-0117",+1 213-743-2077,http://rossoorospizzeria.usc.edu/
Ixlb Dimsum Eats,"5900 W Sunset Blvd, Los Angeles, CA 90028-6505",,http://www.ixlbdimsumeats.com/
Sushi Enya,"124 E Colorado Blvd, Pasadena, CA 91105-1919",+1 626-365-3512,http://www.sushienya.com/
HealthyCA,"4724 Lankershim Blvd, Los Angeles, CA 91602-1804",+1 818-505-1035,http://www.healthyca.us/about.html
Manas Indian Restaurant,"2823 S Vermont Ave, Los Angeles, CA 90007-2230",+1 323-731-4333,https://www.facebook.com/Manas-India-Restaurant-118055581553577/
Bopomofo Cafe,"841 W Las Tunas Dr, San Gabriel, CA 91776-1073",,https://www.bopomofocafe.com/
Yagumo Sushi,"14554 Vanowen St, Los Angeles, CA 91405-3940",+1 818-787-9383,http://orderyagumosushi.com/
Buono's Pizzeria,"222 W 6th St, Los Angeles, CA 90014-1802",+1 310-547-0655,http://Buonospizza.com
Johnnie's Pastrami,"4017 Sepulveda Blvd, Culver City, CA 90230-4609",+1 310-397-6654,http://www.johnniespastrami.com
Domino's Pizza,"13044 Glenoaks Blvd, Los Angeles, CA 91342-4030",+1 818-367-3033,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps
Rosti Tuscan Kitchen,"16350 Ventura Blvd, Los Angeles, CA 91436-5300",+1 818-995-7179,http://www.rostituscankitchen.com
China Garden Restaurant,"21618 Ventura Blvd South side of ventura blvd.across from the lexus car dealer in Woodland Hills city, Los Angeles, CA 91364-1921",+1 818-347-0100,http://www.thechinagarden.com
Veggie Grill,"200 S Lake Ave Corner of Lake and Cordova, Pasadena, CA 91101",+1 626-535-9561,http://veggiegrill.com/locations/pasadena/
Kashcool,"20929 Ventura Blvd Ste 22, Los Angeles, CA 91364-0812",+1 818-883-2665,http://www.kashcoolkitchen.com
Tacos El Gavilan,"4406 Florence Ave, Bell Gardens, CA 90201-3528",+1 323-771-1722,https://tacosgavilan.com/stores/bell/
Chios Peruvian Grill,"19960 Ventura Blvd, Los Angeles, CA 91364-2629",+1 818-704-1422,http://chiosperuvianla.com
The Chicken Koop,"101 W Main St, Alhambra, CA 91801-3520",+1 626-293-5520,http://www.thechickenkoop.com/
Pikunico,"767 S Alameda St Suite 122, Los Angeles, CA 90021-1660",+1 213-278-0407,http://www.pikunico.com
Blu Jam Brentwood,"12400 Wilshire Blvd, Los Angeles, CA 90025-1019",+1 424-256-2302,https://www.blujamcafe.com/
Carnitas Michoacan,"1901 N Broadway, Los Angeles, CA 90031-2526",+1 323-221-8600,http://carnitasmichoacanla.com/
Cru Raw Food,"1521 Griffith Park Blvd, Los Angeles, CA 90026-1049",+1 323-667-1551,http://www.crusilverlake.com/
Café 1919,"350 De Neve Dr, Los Angeles, CA 90024-8305",,https://www.facebook.com/cafe1919/
La Fonda on Wilshire,"2501 Wilshire Blvd, Los Angeles, CA 90057-4302",2133805053232,https://www.lafondamexicanrestaurant.com/
Sun Sushi Bar & Japanese Cuisine,"8920 Reseda Blvd, Los Angeles, CA 91324-3914",+1 818-882-1465,http://www.sunsushibar.online/contact-us.html
Sharky's Mexican Grill,"5511 Reseda Blvd, Los Angeles, CA 91356-2607",+1 818-881-8760,http://www.sharkys.com
Midori Sushi Restaurant,"11622 Ventura Blvd Studio City, Los Angeles, CA 91604-2613",+1 818-623-7888,http://www.midorisushi.net/
Pieology Pizzeria,"100 Citadel Drive Suite FC-E Citadel Outlets, Los Angeles, CA 90040",+1 323-530-0010,https://order.pieology.com/location/8096/menu
TK92 Korean BBQ,"250 W Valley Blvd Ste P, San Gabriel, CA 91776-3766",+1 626-782-7496,http://tk92bbq.com
Little Ripper Coffee,"4155 Verdugo Rd, Los Angeles, CA 90065-3820",+1 323-739-0328,http://www.littlerippercoffee.com
Potato Corner,"620 Americana Way, Glendale, CA 91210-1504",+1 818-500-8180,http://potatocornerusa.com/
PBJ. LA,"317 South Broadway Grand Central Market, Los Angeles, CA 90013",+13238793440,https://www.pbj.la/
California Roll & Sushi Fish,"125 N Larchmont Blvd, Los Angeles, CA 90004-3704",+1 323-856-0369,http://larchmontla.com/incolor
Mariscos Costa Azul Restaurant,"16441 Vanowen St, Los Angeles, CA 91406-4730",+1 818-786-3621,https://www.facebook.com/costaazul818/
Wanderlust Creamery,"609 Lincoln Blvd Suite B, Venice, Los Angeles, CA 90291-2844",+1 424-581-6093,http://www.wanderlustcreamery.com
The Baked Potato,"3787 Cahuenga Blvd, Los Angeles, CA 91604-3504",+1 818-980-1615,http://www.thebakedpotato.com
Matthews Garden Cafe,"859 Swarthmore Ave, Los Angeles, CA 90272-3606",+1 310-573-9777,http://www.matthewsgardencafe.com/
Courage Bagels,"777 N Virgil Ave, Los Angeles, CA 90029-3646",+1 323-828-9963,http://couragebagels.com
Chef Tony,"2 E Colorado Blvd, Pasadena, CA 91105-1908",+1 626-803-0028,http://Cheftonypasadena.com
Tip's House,"3970 W 6th St, Los Angeles, CA 90020-4210",+1 213-387-2671,http://tipshouse.us/
Chilenazo,"7238 Canoga Ave, Los Angeles, CA 91303-1627",+1 818-887-0269,http://www.chilenazo.net/
B.A.D. Sushi,"11617 Santa Monica Blvd, Los Angeles, CA 90025-2907",+1 310-479-4910,http://badsushi.net/location.php
Magic Johnson's T.G. I. Friday's,"6721 La Tijera Blvd Ladera Heights, Los Angeles, CA 90045-2017",,http://www.tgifridays.com/
Lenzini's Pizza,"5044 Lankershim Blvd, Los Angeles, CA 91601-4225",+1 818-506-0200,http://www.lenzinispizza.com/
Beach City Market Deli,"2801 S Pacific Ave, Los Angeles, CA 90731-6632",+1 310-832-3359,https://www.facebook.com/Beach-City-Market-The-Deli-274831355566/
Le Pain Quotidien,"1122 S Gayley Ave, Los Angeles, CA 90024",+1 310-824-7900,https://www.lepainquotidien.com/us/en/locations/westwood/1122-s-gayley-ave?utm_source=yext&utm_medium=business-listing&utm_campaign=&y_source=1_Nzg1ODU2OS03NjktbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Wushiland Boba,"140 W Valley Blvd Ste 104, San Gabriel, CA 91776-3760",+1 626-782-7457,https://www.facebook.com/WUSHILand.SanGabriel/
Pink Elephant,"22039 Sherman Way, Los Angeles, CA 91303-1852",+1 818-883-0412,http://www.pinkelephantexpress.com
The Eight Bar,"788 S Grand Ave, Los Angeles, CA 90017-3813",+1 213-873-4745,http://www.wholefoodsmarket.com/service/downtown-los-Angeles-eight-bar
El Pollo Loco,"1141 W Pacific Coast Hwy, Los Angeles, CA 90710",+1 310-530-0534,https://restaurants.elpolloloco.com/ca/harbor-city/1141-w-pacific-coast-hwy?utm_source=extnet&utm_medium=yext
IHOP,"3625 Stocker St, Los Angeles, CA 90008-2503",+1 323-291-0001,http://www.ihop.com
My Taco,"6300 York Blvd, Los Angeles, CA 90042-3892",+1 323-256-2698,http://www.my-taco.com/
Ela Greek Eats,"307 Lincoln Blvd, Los Angeles, CA 90291-2842",+1 424-330-0003,http://elagreekeats.com/
The Love Song Bar,"450 S Main St, Los Angeles, CA 90013-1320",+1 323-284-5728,http://www.theregenttheater.com/the-love-song-bar/
Subway,"701 North Main St, Los Angeles, CA 90012",+1 213-626-2223,https://restaurants.subway.com/united-states/ca/los-angeles/701-north-main-st?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=22114&utm_campaign=evergreen-2020&y_source=1_MTQ4OTYwMjctNzY5LWxvY2F0aW9uLndlYnNpdGU%3D
Patxi's Pizza,"1011 S Figueroa St, Los Angeles, CA 90015-1362",+1 213-999-9414,http://www.paxtispizza.com
IHOP,"12115 Ohio Ave, Los Angeles, CA 90025-2507",+1 310-826-3865,http://www.ihop.com
Shayan Express,"945 Wall St Ste 6, Los Angeles, CA 90015-1976",+1 213-623-7000,http://www.letseat.at/ShayanExpress
Malbec Market,"1632 Colorado Blvd, Los Angeles, CA 90041-1403",+1 323-274-4504,http://malbecmarket.com/
Azay,"226 E 1st St, Los Angeles, CA 90012-3801",+1 213-628-3431,http://Azaylittletokyo.com
Arby's,"11010 Sepulveda Blvd, Los Angeles, CA 91345",+1 818-361-7279,https://locations.arbys.com/us/ca/mission-hills/11010-sepulveda-blvd.html
MARVIN Restaurant,"8114 Beverly Blvd, Los Angeles, CA 90048-4508",+1 323-655-5553,http://www.chezmarvin.com
Chuan Chim Thai Cafe,"5644 Hollywood Blvd, Los Angeles, CA 90028-6810",+1 323-462-6221,https://chuan-chim-thai-cafe.business.site/
Tommy's Restaurant,"1150 W Riggin St, Monterey Park, CA 91754-6836",+1 323-721-7122,http://tommysrestaurant.net/
Cuvee,"2000 Avenue of the Stars Ste 25, Los Angeles, CA 90067-4700",+1 310-277-3303,http://www.mycuvee.com
Tirsa's,"701 W Cesar E Chavez Ave Ste 108, Los Angeles, CA 90012-2104",+1 213-878-9030,https://www.facebook.com/Tirsaslove/
"Fork & Spoon, Cuisine of the Philippines","21614 Ventura Blvd, Los Angeles, CA 91364-1921",+1 818-883-4848,http://forknspooncuisine.com/
Cho Cho San,"4928 Balboa Blvd, Los Angeles, CA 91316-3402",+1 818-981-4552,https://www.facebook.com/Cho-Cho-San-Sushi-Bar-Dinning-1487965221477594/
Happy Tom's Restaurant,"1807 W Sunset Blvd, Los Angeles, CA 90026-3226",+1 213-483-7077,http://www.happytomsla.com/
CREAM,"3335 S Figueroa St, Los Angeles, CA 90007-3840",+1 213-742-9090,http://www.creamnation.com
Jamba,"21915 Ventura Blvd., Los Angeles, CA 91364",+1 818-912-6665,https://locations.jamba.com/ca/woodland-hills/21915-ventura-blvd?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner
Daphne's California Greek,"17136 Ventura Blvd, Los Angeles, CA 91316-4003",+1 818-528-7450,http://www.daphnes.biz/
Whole Foods Market,"7871 Santa Monica Blvd, West Hollywood, CA 90046-5344",+1 323-848-4200,http://www.wholefoodsmarket.com/stores/westhollywood
Aladin Sweets & Market,"139 S Vermont Ave, Los Angeles, CA 90004-5904",+1 213-382-9592,http://www.AladinLA.com
Sushi Q,"6660 W Sunset Blvd Ste M, Los Angeles, CA 90028-7161",+1 323-856-0100,http://ordersushiq.com/
Casa Chocolate,"3319 W Pico Blvd, Los Angeles, CA 90019-4530",+1 323-734-7679,http://www.mycasachocolate.com
Tere's Mexican Grill,"11548 Ventura Blvd Studio City, Los Angeles, CA 91604-2610",+1 818-452-9263,http://teresmexicangrill.com
The Red Chickz,"557 S Spring St, Los Angeles, CA 90013-2303",+1 213-607-2961,https://www.theredchickz.com/
2 Die For Sushi,"7625 Topanga Canyon Blvd, Los Angeles, CA",+1 818-999-2008,https://www.facebook.com/2DieforSushi/
Subway,"255 South Grand Avenue Suite 101, Los Angeles, CA 90012",+1 213-621-1602,https://restaurants.subway.com/united-states/ca/los-angeles/255-south-grand-avenue?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=52105&utm_campaign=evergreen-2020&y_source=1_MTQ5MDE4NTYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D
IHOP,"19100 Ventura Blvd Ste K, Los Angeles, CA 91356-3239",+1 818-609-1548,http://www.ihop.com/
Starfish Sushi,"1755 N Vermont Ave, Los Angeles, CA 90027-4305",+1 323-953-8900,http://foodeist.com/place/starfish-sushi-los-angeles-2
Fatburger,"11009 Burbank Blvd. Unit 126, Los Angeles, CA 91601",+1 818-760-6565,https://locations.fatburger.com/united-states/ca/north-hollywood-ca/11009-burbank-blvd
Farfalla Trattoria Encino,"16403 Ventura Blvd, Los Angeles, CA 91436-4373",+1 818-380-0200,http://www.farfallaencino.com/
Afters Ice Cream,"6201 Hollywood Blvd, Los Angeles, CA 90028-5361",+1 951-734-1138,http://www.aftersicecream.com/
Gus's BBQ,"20179 Rinaldi St, Los Angeles, CA 91326-4934",+1 818-341-3000,https://www.gussbbq.com/
Rounds Premium Burgers,"46 N Lake Ave, Pasadena, CA 91101-1826",+1 626-304-9810,http://www.roundsburgers.com/
El Huarache Veloz,"11661 Glenoaks Blvd, Los Angeles, CA 91331-1050",+1 818-834-9775,https://www.facebook.com/pages/El-Huarache-Veloz/115926095096291
Abc Seafood Restaurant,"205 Ord St, Los Angeles, CA 90012-2831",+1 213-680-2887,http://www.abc-seafood-restaurant.com/
Crêpes De Paris,"111 S Figueroa St Suite 122, Promenade Towers Apartments, Los Angeles, CA 90012-2465",+1 213-972-9099,http://www.crepesdeparis.com/
Fresh Korean Barbeque,"17623 Sherman Way, Los Angeles, CA 91406-3510",+1 818-758-9545,http://www.freshkoreanbbq.com/
